DIV;DATE;HOUR;HOME;AWAY;RH;RA;STATUS;MD;REGNUMBERHOME;REGNUMBERAWAY
1;19/03/2017;15:00;KVV.Ardennen ;Bambrugge ;;;;27;03857;05343
1;19/03/2017;15:00;Voorde ;Kemzeke ;;;;27;08262;03441
1;19/03/2017;15:00;KE.Buggenhout A;Elene-Grotenberge A;;;;27;05861;03861
1;19/03/2017;15:00;Lovendegem ;SK.Lochristi A;;;;27;04732;05617
1;19/03/2017;16:00;Avanti Stekene A;JV.Kruibeke ;;;;27;08552;02829
1;25/03/2017;19:30;Aalter ;Avanti Stekene A;;;;28;04763;08552
1;26/03/2017;15:00;Elene-Grotenberge A;Voorde ;;;;28;03861;08262
1;26/03/2017;15:00;JV.Kruibeke ;Appelterre A;;;;28;02829;03964
1;26/03/2017;15:00;Bambrugge ;Melsele A;;;;28;05343;03541
1;26/03/2017;15:00;SK.Lochristi A;KVV.Ardennen ;;;;28;05617;03857
1;26/03/2017;15:00;Kemzeke ;Lovendegem ;;;;28;03441;04732
1;26/03/2017;15:00;VK.Robur A;SK.Maldegem ;;;;28;04162;04220
1;26/03/2017;15:00;KE.Buggenhout A;KVV.Zelzate ;;;;28;05861;04165
1;09/04/2017;15:00;Avanti Stekene A;VK.Robur A;;;;29;08552;04162
1;09/04/2017;15:00;Lovendegem ;Elene-Grotenberge A;;;;29;04732;03861
1;09/04/2017;15:00;KVV.Ardennen ;Kemzeke ;;;;29;03857;03441
1;09/04/2017;15:00;Voorde ;KE.Buggenhout A;;;;29;08262;05861
1;09/04/2017;15:00;Melsele A;SK.Lochristi A;;;;29;03541;05617
1;09/04/2017;15:00;SK.Maldegem ;Bambrugge ;;;;29;04220;05343
1;09/04/2017;15:00;Appelterre A;Aalter ;;;;29;03964;04763
1;09/04/2017;15:00;JV.Kruibeke ;KVV.Zelzate ;;;;29;02829;04165
1;16/04/2017;15:00;Bambrugge ;Avanti Stekene A;;;;30;05343;08552
1;16/04/2017;15:00;SK.Lochristi A;SK.Maldegem ;;;;30;05617;04220
1;16/04/2017;15:00;VK.Robur A;Appelterre A;;;;30;04162;03964
1;16/04/2017;15:00;KVV.Zelzate ;Voorde ;;;;30;04165;08262
1;16/04/2017;15:00;Elene-Grotenberge A;KVV.Ardennen ;;;;30;03861;03857
1;16/04/2017;15:00;Aalter ;JV.Kruibeke ;;;;30;04763;02829
1;16/04/2017;15:00;KE.Buggenhout A;Lovendegem ;;;;30;05861;04732
1;16/04/2017;15:00;Kemzeke ;Melsele A;;;;30;03441;03541
2A;27/08/2016;19:00;KFC.Evergem C. ;Latem ;1;1;;1;00662;05842
2A;27/08/2016;19:30;De Pinte ;Jong Zulte ;2;1;;1;06025;09406
2A;28/08/2016;15:00;Zomergem ;Meetjesland ;1;3;;1;05641;00231
2A;28/08/2016;15:00;Waarschoot ;Zeveren ;0;2;;1;04655;07777
2A;28/08/2016;15:00;Kleit ;St.Kruis-W. ;1;1;;1;07589;07210
2A;28/08/2016;15:00;KVE.Drongen ;Belzele ;7;0;;1;03851;04272
2A;28/08/2016;15:00;Sleidinge ;LS.Merendree ;0;4;;1;05488;08003
2A;28/08/2016;15:00;Lembeke ;Adegem ;2;2;;1;07037;05831
2A;03/09/2016;19:30;Latem ;Zomergem ;1;3;;2;05842;05641
2A;03/09/2016;20:00;Meetjesland ;De Pinte ;2;5;;2;00231;06025
2A;04/09/2016;15:00;Zeveren ;Lembeke ;3;1;;2;07777;07037
2A;04/09/2016;15:00;LS.Merendree ;Waarschoot ;0;1;;2;08003;04655
2A;04/09/2016;15:00;Adegem ;KVE.Drongen ;2;3;;2;05831;03851
2A;04/09/2016;15:00;St.Kruis-W. ;KFC.Evergem C. ;1;2;;2;07210;00662
2A;04/09/2016;15:00;Jong Zulte ;Sleidinge ;0;0;;2;09406;05488
2A;04/09/2016;15:00;Belzele ;Kleit ;1;3;;2;04272;07589
2A;10/09/2016;19:00;KFC.Evergem C. ;Belzele ;4;3;;3;00662;04272
2A;10/09/2016;19:30;De Pinte ;Latem ;8;0;;3;06025;05842
2A;11/09/2016;15:00;Waarschoot ;Jong Zulte ;0;1;;3;04655;09406
2A;11/09/2016;15:00;KVE.Drongen ;Kleit ;5;1;;3;03851;07589
2A;11/09/2016;15:00;Adegem ;Zeveren ;5;4;;3;05831;07777
2A;11/09/2016;15:00;Zomergem ;St.Kruis-W. ;2;2;;3;05641;07210
2A;11/09/2016;15:00;Lembeke ;LS.Merendree ;4;4;;3;07037;08003
2A;11/09/2016;15:00;Sleidinge ;Meetjesland ;0;3;;3;05488;00231
2A;17/09/2016;19:30;Latem ;Sleidinge ;4;2;;4;05842;05488
2A;17/09/2016;20:00;Meetjesland ;Waarschoot ;3;3;;4;00231;04655
2A;18/09/2016;15:00;LS.Merendree ;Adegem ;2;4;;4;08003;05831
2A;18/09/2016;15:00;Kleit ;KFC.Evergem C. ;3;0;;4;07589;00662
2A;18/09/2016;15:00;St.Kruis-W. ;De Pinte ;0;2;;4;07210;06025
2A;18/09/2016;15:00;Zeveren ;KVE.Drongen ;2;4;;4;07777;03851
2A;18/09/2016;15:00;Belzele ;Zomergem ;1;1;;4;04272;05641
2A;18/09/2016;17:00;Jong Zulte ;Lembeke ;3;0;;4;09406;07037
2A;24/09/2016;19:30;De Pinte ;Belzele ;3;0;;5;06025;04272
2A;25/09/2016;15:00;Zeveren ;LS.Merendree ;3;2;;5;07777;08003
2A;25/09/2016;15:00;Lembeke ;Meetjesland ;5;4;;5;07037;00231
2A;25/09/2016;15:00;Sleidinge ;St.Kruis-W. ;1;3;;5;05488;07210
2A;25/09/2016;15:00;KVE.Drongen ;KFC.Evergem C. ;1;0;;5;03851;00662
2A;25/09/2016;15:00;Waarschoot ;Latem ;3;0;;5;04655;05842
2A;25/09/2016;15:00;Zomergem ;Kleit ;0;3;;5;05641;07589
2A;25/09/2016;15:00;Adegem ;Jong Zulte ;2;2;;5;05831;09406
2A;01/10/2016;17:00;LS.Merendree ;KVE.Drongen ;2;3;;6;08003;03851
2A;01/10/2016;19:00;KFC.Evergem C. ;Zomergem ;0;2;;6;00662;05641
2A;01/10/2016;19:30;Jong Zulte ;Zeveren ;2;0;;6;09406;07777
2A;01/10/2016;19:30;Latem ;Lembeke ;3;1;;6;05842;07037
2A;01/10/2016;20:00;Meetjesland ;Adegem ;5;0;;6;00231;05831
2A;02/10/2016;15:00;Kleit ;De Pinte ;0;1;;6;07589;06025
2A;02/10/2016;15:00;Belzele ;Sleidinge ;2;2;;6;04272;05488
2A;02/10/2016;15:00;St.Kruis-W. ;Waarschoot ;2;2;;6;07210;04655
2A;08/10/2016;19:30;De Pinte ;KFC.Evergem C. ;3;0;;7;06025;00662
2A;09/10/2016;15:00;Waarschoot ;Belzele ;1;3;;7;04655;04272
2A;09/10/2016;15:00;LS.Merendree ;Jong Zulte ;2;1;;7;08003;09406
2A;09/10/2016;15:00;Zeveren ;Meetjesland ;1;1;;7;07777;00231
2A;09/10/2016;15:00;KVE.Drongen ;Zomergem ;3;0;;7;03851;05641
2A;09/10/2016;15:00;Lembeke ;St.Kruis-W. ;2;2;;7;07037;07210
2A;09/10/2016;15:00;Adegem ;Latem ;2;2;;7;05831;05842
2A;09/10/2016;15:00;Sleidinge ;Kleit ;2;2;;7;05488;07589
2A;15/10/2016;19:00;KFC.Evergem C. ;Sleidinge ;7;3;;8;00662;05488
2A;15/10/2016;19:30;Latem ;Zeveren ;2;3;;8;05842;07777
2A;15/10/2016;20:00;Meetjesland ;LS.Merendree ;3;0;;8;00231;08003
2A;16/10/2016;15:00;St.Kruis-W. ;Adegem ;1;0;;8;07210;05831
2A;16/10/2016;15:00;Jong Zulte ;KVE.Drongen ;0;3;;8;09406;03851
2A;16/10/2016;15:00;Zomergem ;De Pinte ;2;2;;8;05641;06025
2A;16/10/2016;15:00;Kleit ;Waarschoot ;2;2;;8;07589;04655
2A;16/10/2016;15:00;Belzele ;Lembeke ;2;3;;8;04272;07037
2A;23/10/2016;15:00;KVE.Drongen ;De Pinte ;1;0;;9;03851;06025
2A;23/10/2016;15:00;Sleidinge ;Zomergem ;4;2;;9;05488;05641
2A;23/10/2016;15:00;Waarschoot ;KFC.Evergem C. ;1;1;;9;04655;00662
2A;23/10/2016;15:00;Lembeke ;Kleit ;2;5;;9;07037;07589
2A;23/10/2016;15:00;Jong Zulte ;Meetjesland ;2;3;;9;09406;00231
2A;23/10/2016;15:00;Adegem ;Belzele ;2;1;;9;05831;04272
2A;23/10/2016;15:00;Zeveren ;St.Kruis-W. ;2;1;;9;07777;07210
2A;23/10/2016;15:00;LS.Merendree ;Latem ;4;0;;9;08003;05842
2A;30/10/2016;15:00;De Pinte ;Sleidinge ;4;2;;10;06025;05488
2A;30/10/2016;15:00;Belzele ;Zeveren ;2;1;;10;04272;07777
2A;30/10/2016;15:00;Kleit ;Adegem ;2;1;;10;07589;05831
2A;30/10/2016;15:00;Zomergem ;Waarschoot ;2;0;;10;05641;04655
2A;30/10/2016;15:00;KFC.Evergem C. ;Lembeke ;2;1;;10;00662;07037
2A;30/10/2016;15:00;St.Kruis-W. ;LS.Merendree ;2;2;;10;07210;08003
2A;30/10/2016;15:00;Latem ;Jong Zulte ;1;3;;10;05842;09406
